target_gene_name,interactor_gene_name
RPS6KB2,TMA16
RRAS2,ARL1
RRAS2,ESYT2
RRAS2,EXOC4
RRAS2,HCCS
RRAS2,KIAA0430
RRAS2,NANS
RRAS2,TRAPPC4
RRAS2,YWHAB
RRAS2,YWHAE
RRAS2,YWHAG
RRAS2,YWHAH
RRAS2,YWHAQ
RRAS2,YWHAZ
RRP1,KPNA3
RRP1,NIFK
RRP1,UBE2O
RSL1D1,ARGLU1
RSL1D1,CCDC97
RSL1D1,CHERP
RSL1D1,CWF19L2
RSL1D1,KPNA3
RSL1D1,KPNB1
RSL1D1,RBM17
RSL1D1,RSRC1
RSL1D1,SRSF6
RSL1D1,SSRP1
RSL1D1,SUB1
RSL1D1,SUPT16H
RSL1D1,U2SURP
RTCB,ACIN1
RTCB,API5
RTCB,AQR
RTCB,ATXN2
RTCB,C14ORF166
RTCB,C17ORF85
RTCB,C19ORF47
RTCB,C2ORF49
RTCB,CAAP1
RTCB,CDC40
RTCB,DDX1
RTCB,DDX39B
RTCB,EPN3
RTCB,ERH
RTCB,FAM195B
RTCB,FAM98A
RTCB,FAM98B
RTCB,FYTTD1
RTCB,HNRNPA3
RTCB,HNRNPR
RTCB,HNRNPU
RTCB,KNOP1
RTCB,KTN1
RTCB,MAGOH;MAGOHB
RTCB,N4BP2
RTCB,POLDIP3
RTCB,PRPF6
RTCB,PRPF8
RTCB,PRPSAP2
RTCB,RPLP1
RTCB,RPS2
RTCB,RPS4X
RTCB,RPS7
RTCB,SAP18
RTCB,SARNP
RTCB,SPATS2
RTCB,THOC1
RTCB,THOC7;NIF3L1BP1
RTCB,ZC3H11A
RTCB,ZFC3H1
RTCB,ZNF326
RTN4,ABHD10
RTN4,AIFM1
RTN4,ALDH3A2
RTN4,ARL6IP5
RTN4,ATG101
RTN4,ATL1
RTN4,ATL2
RTN4,ATL3
RTN4,ATP5C1
RTN4,ATP5O
RTN4,BCAP31
RTN4,C6ORF47
RTN4,CISD2
RTN4,CLMN
RTN4,COPB2
RTN4,COX5B
RTN4,CYB5A
RTN4,CYB5B
RTN4,CYB5R3
RTN4,CYP51A1
RTN4,DHRS7
RTN4,DOCK6
RTN4,DOCK7
RTN4,EI24
RTN4,ENDOD1
RTN4,EPHX1
RTN4,ERLIN2
RTN4,ESYT1
RTN4,ESYT2
RTN4,GART
RTN4,HADH
RTN4,HMOX2
RTN4,HSD17B12
RTN4,ITPRIPL1
RTN4,LETM1
RTN4,LRCH4
RTN4,NAN
RTN4,NAN
RTN4,NDUFAF2
RTN4,NSF
RTN4,OAT
RTN4,OSBPL8
RTN4,PGRMC1
RTN4,POR
RTN4,PRAF2
RTN4,PTPN1
RTN4,RAB10
RTN4,RAB11B
RTN4,RAB14
RTN4,RAB18
RTN4,RAB1A
RTN4,RAB1B;RAB1C
RTN4,RAB21
RTN4,RAB2A
RTN4,RAB3A
RTN4,RAB7A
RTN4,RABAC1
RTN4,RDH11
RTN4,REEP4
RTN4,REEP5
RTN4,RTN1
RTN4,RTN2
RTN4,RTN3
RTN4,SCD
RTN4,SEC22B
RTN4,SLC25A5
RTN4,SLMAP
RTN4,SOGA3
RTN4,STRN
RTN4,STRN3
RTN4,TEX2
RTN4,TRAP1
RTN4,VAPA
RTN4,VAPB
RTN4,VDAC1
RUVBL1,ACTL6A
RUVBL1,ACTR5
RUVBL1,ACTR6
RUVBL1,ASNSD1
RUVBL1,BRD8
RUVBL1,C21ORF59
RUVBL1,C2ORF44
RUVBL1,CFDP1
RUVBL1,DPCD
RUVBL1,EFTUD2
RUVBL1,EP400
RUVBL1,EPC2
RUVBL1,ING3
RUVBL1,INO80
RUVBL1,KAT5
RUVBL1,NFRKB
RUVBL1,PDRG1
RUVBL1,PFDN6
RUVBL1,PIH1D1
RUVBL1,POLR2E
RUVBL1,PTGES3
RUVBL1,RPAP3
RUVBL1,RUVBL2
RUVBL1,SLK
RUVBL1,SRCAP
RUVBL1,TANGO6
RUVBL1,UCHL5
RUVBL1,URI1
RUVBL1,VPS72
RUVBL1,YEATS4
RUVBL1,ZNHIT1
RUVBL2,ACTL6A
RUVBL2,ACTR5
RUVBL2,ACTR6
RUVBL2,ACTR8
RUVBL2,ASNSD1
RUVBL2,BRD8
RUVBL2,C12ORF45
RUVBL2,C21ORF59
RUVBL2,C2ORF44
RUVBL2,CACYBP
RUVBL2,CFDP1
RUVBL2,CSRP2BP
RUVBL2,DKC1
RUVBL2,DMAP1
RUVBL2,DPCD
RUVBL2,DR1
RUVBL2,EAPP
RUVBL2,EFTUD2
RUVBL2,EP400
RUVBL2,EPC1
RUVBL2,EPC2
RUVBL2,GORASP2
RUVBL2,H1F0
RUVBL2,H2AFV;H2AFZ
RUVBL2,H2AFY
RUVBL2,H2AFY2
RUVBL2,HIST1H1C
RUVBL2,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
RUVBL2,HIST1H4A
RUVBL2,HIST2H2AA3;HIST2H2AC;H2AFJ
RUVBL2,HIST2H2AB
RUVBL2,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
RUVBL2,HIST2H3A
RUVBL2,HP1BP3
RUVBL2,HSP90AA1
RUVBL2,HSP90AB1
RUVBL2,HSP90AB2P
RUVBL2,HSP90AB4P
RUVBL2,ING3
RUVBL2,INO80
RUVBL2,INO80C
RUVBL2,KAT5
RUVBL2,KIF1BP;KIAA1279
RUVBL2,KIF2A
RUVBL2,KPNA2
RUVBL2,KPNB1
RUVBL2,LEO1
RUVBL2,MAX
RUVBL2,MBIP
RUVBL2,MBTD1
RUVBL2,MEAF6
RUVBL2,MORF4L1
RUVBL2,MORF4L2
RUVBL2,MYC
RUVBL2,NCDN
RUVBL2,NFRKB
RUVBL2,NOP58
RUVBL2,NUFIP1
RUVBL2,NUMA1
RUVBL2,PARP1
RUVBL2,PDRG1
RUVBL2,PFDN2
RUVBL2,PFDN6
RUVBL2,PIH1D1
RUVBL2,PLOD2
RUVBL2,POLR2A
RUVBL2,POLR2B
RUVBL2,POLR2C
RUVBL2,POLR2E
RUVBL2,PPP1CA;PPP1CB
RUVBL2,PRKDC
RUVBL2,PRPF8
RUVBL2,PTGES3
RUVBL2,RPAP2
RUVBL2,RPAP3
RUVBL2,RPS27;RPS27L
RUVBL2,RPS27A
RUVBL2,RUVBL1
RUVBL2,SHQ1
RUVBL2,SLK
RUVBL2,SMARCA5
RUVBL2,SNRNP200
RUVBL2,SRCAP
RUVBL2,SUGT1
RUVBL2,TANGO6
RUVBL2,TBRG1
RUVBL2,TOP2A
RUVBL2,TRRAP
RUVBL2,TTC27
RUVBL2,TTI1
RUVBL2,UCHL5
RUVBL2,UNNAMED
RUVBL2,URI1
RUVBL2,UXT
RUVBL2,VPS72
RUVBL2,WDR92;DKFZP434B156
RUVBL2,XRCC5
RUVBL2,YEATS2
RUVBL2,YEATS4
RUVBL2,ZNHIT1
RUVBL2,ZNHIT2
RUVBL2,ZNHIT6
RUVBL2,ZZZ3
SACM1L,ALDH3A2
SACM1L,BCAP31
SACM1L,BRD8
SACM1L,CISD2
SACM1L,CUX1
SACM1L,CYB5R3
SACM1L,HSD17B11
SACM1L,OSBPL9
SACM1L,SCFD1
SACM1L,TM9SF3
SACM1L,TM9SF4
SACM1L,TMEM115
SACM1L,UFD1L
SACM1L,VAPA
SACM1L,VAPB
SAE1,ABCD3
SAE1,KPNA2
SAE1,KPNA3
SAE1,KPNB1
SAE1,NMNAT1
SAE1,SUMO1
SAE1,SUMO3;SUMO2;SUMO4
SAE1,UBA2
SAE1,UBE2I
SAR1B,ABHD14B
SAR1B,ACADM
SAR1B,ACADSB
SAR1B,ACLY
SAR1B,ACOT7
SAR1B,ACTN1
SAR1B,ACTN4
SAR1B,ADSL
SAR1B,AGPS
SAR1B,AK1
SAR1B,AK2
SAR1B,AKR1A1
SAR1B,ALDOC
SAR1B,ANP32A
SAR1B,ANP32B
SAR1B,AP1M1
SAR1B,APEH
SAR1B,ASNS
SAR1B,ATIC
SAR1B,ATP5O
SAR1B,BZW1
SAR1B,BZW2
SAR1B,C21ORF33
SAR1B,C21ORF59
SAR1B,CALU
SAR1B,CARHSP1
SAR1B,CDC2;CDK1
SAR1B,CLIC4
SAR1B,COPS7A
SAR1B,CPVL
SAR1B,CUL3
SAR1B,DBNL
SAR1B,DHFR
SAR1B,EIF4H
SAR1B,ERP44
SAR1B,ESD
SAR1B,ETF1
SAR1B,FABP5
SAR1B,FARSB
SAR1B,FASN
SAR1B,FKBP4
SAR1B,FLNA
SAR1B,G6PD
SAR1B,GANAB
SAR1B,GAPDH
SAR1B,GART
SAR1B,GCA
SAR1B,GDI1
SAR1B,GDI2
SAR1B,GFM1
SAR1B,GLO1
SAR1B,GLOD4
SAR1B,GMPS
SAR1B,GSTM3;GSTM2;GSTM5
SAR1B,HINT1
SAR1B,HN1
SAR1B,HN1L
SAR1B,HNRNPK
SAR1B,HPRT1
SAR1B,HSD17B12
SAR1B,HSP90B1
SAR1B,HSPA4
SAR1B,IDH1
SAR1B,LAP3
SAR1B,LDHA
SAR1B,LTA4H
SAR1B,MAT2A
SAR1B,MDH1
SAR1B,MPI
SAR1B,MTHFD1
SAR1B,NAE1
SAR1B,NAMPT
SAR1B,NME2;NME1-NME2;NME1
SAR1B,NPEPPS;NPEPPSL1
SAR1B,OLA1
SAR1B,P4HB
SAR1B,PAFAH1B1
SAR1B,PAICS
SAR1B,PARK7
SAR1B,PDCD6IP
SAR1B,PDIA4
SAR1B,PGAM1
SAR1B,PGM1
SAR1B,PHPT1
SAR1B,PLOD2
SAR1B,PPA1
SAR1B,PPA2
SAR1B,PPIA
SAR1B,PPM1G
SAR1B,PRDX2
SAR1B,PRDX5
SAR1B,PRMT3
SAR1B,PSAT1
SAR1B,PSMB5
SAR1B,PSMD13
SAR1B,PSME1
SAR1B,PYGL
SAR1B,RANBP3
SAR1B,RCN1
SAR1B,RMDN1
SAR1B,RNPEP
SAR1B,S100A11
SAR1B,SAR1B;DKFZP434B2017
SAR1B,SARS
SAR1B,SNX2
SAR1B,SUCLA2
SAR1B,TARS
SAR1B,TBCB
SAR1B,TCP1
SAR1B,TKT
SAR1B,TLN1
SAR1B,TMED10
SAR1B,TMED2
SAR1B,TNPO1
SAR1B,TPD52L2
SAR1B,TUBA1A;TUBA3E
SAR1B,TUBB4A
SAR1B,TXNDC12
SAR1B,UBA2
SAR1B,UBA3
SAR1B,UBA6
SAR1B,UBE2C
SAR1B,UBE2N
SAR1B,UBQLN1
SAR1B,UCHL1
SAR1B,UFC1
SAR1B,UFM1
SAR1B,USP14
SAR1B,VAT1
SAR1B,VCP
SAR1B,VDAC1
SAR1B,WDR1
SAR1B,XRCC5
SAR1B,YWHAE
SARS,SLC25A6
SBDS,EIF3A
SBDS,EIF3M
SBDS,FNBP1L
SBDS,KTN1
SBDS,MTCL1
SBDS,REPS1
SBDS,RPL11
SCAMP1,APEX1
SCAMP1,CLCN3
SCAMP1,GNB1
SCAMP1,NSF
SCAMP1,RAB11B
SCAMP1,RAB14
SCAMP1,RAB1A
SCAMP1,RAB1B
SCAMP1,RAB21
SCAMP1,RAB2A
SCAMP1,RAB5A
SCAMP1,RAB5B
SCAMP1,RAB5C
SCAMP1,SCAMP3
SCAMP1,STX12
SCAMP1,TFRC
SCAMP1,VAMP3;VAMP2
SCAMP1,VAMP7
SCAMP1,WDFY1
SCAMP2,GNB1
SCAMP2,LRRC8C
SCAMP2,NAPA
SCAMP2,NSF
SCAMP2,PDCD6IP
SCAMP2,RAB11B
SCAMP2,RAB11FIP5
SCAMP2,RAB14
SCAMP2,RAB21
SCAMP2,RAB2A
SCAMP2,RAB5A
SCAMP2,RAB5B
SCAMP2,RAB5C
SCAMP2,SCAMP1
SCAMP2,SCAMP3
SCAMP2,STX12
SCAMP2,TFRC
SCAMP2,VAMP3;VAMP2
SCAMP2,WDFY1
SCAMP4,RAB11B
SCAMP4,RAB14
SCD,TTC27
SCD,UBE3B
SCD5,PGRMC1
SCFD1,ASNA1
SCFD1,BET1L
SCFD1,BNIP1
SCFD1,GOSR2
SCFD1,NAPA
SCFD1,NBAS
SCFD1,NSF
SCFD1,RINT1
SCFD1,RNF25
SCFD1,SCFD2
SCFD1,SEC22B
SCFD1,SNAP29
SCFD1,STX18
SCFD1,STX5
SCFD1,USE1
SCFD1,YKT6
SCFD1,ZW10
SCYL1,ARCN1
SCYL1,ATP6V1E1
SCYL1,COPB1
SCYL1,COPZ1
SCYL1,CPSF6
SCYL1,LMAN2
SCYL1,LUC7L2
SCYL1,SEC24C
SCYL1,SEC31A
SCYL1,SRSF1
SCYL1,TMED10
SCYL2,AKAP9
SCYL2,CLINT1
SCYL2,CLTA
SCYL2,NSRP1;CCDC55
SCYL2,POLE3
SCYL2,TPP2
SEC13,CCT5
SEC13,GRWD1
SEC13,KLHL12
SEC13,MCFD2
SEC13,MIOS
SEC13,NRBF2
SEC13,NUP107
SEC13,NUP133
SEC13,NUP160
SEC13,NUP37
SEC13,NUP85
SEC13,NUP98
SEC13,RAB14
SEC13,RABGGTA
SEC13,SAR1A
SEC13,SEC16A
SEC13,SEC23A
SEC13,SEC23IP
SEC13,SEC24B
SEC13,SEC31A
SEC13,SEH1L
SEC13,TPCN1
SEC13,WDR24
SEC13,WDR59
SEC14L1,PGAM1
SEC16A,CLINT1
SEC16A,CLPB
SEC16A,COMMD3-BMI1;BMI1
SEC16A,SEC13
SEC16A,UBE3B
SEC22B,NAPA
SEC22B,NSF
SEC22B,SCFD1
SEC22B,ZW10
SEC23A,AP1M1
SEC23A,CSNK1A1
SEC23A,MSN
SEC23A,PLGRKT
SEC23A,PRRC1
SEC23A,SEC24A
SEC23A,SEC24B
SEC23A,SEC24D
SEC23B,SEC24A
SEC23B,SEC24B
SEC24C,MSN
SEC24C,SEC23A
SEC24C,SEC23B
SEC24C,YIF1A
SEC24D,NRBF2
SEC24D,SEC23A
SEC24D,SEC23B
SEC31A,MSN
SEC31A,NOP14
SEC31A,RABGGTA
SEC31A,SEC13
SEC61B,15/09/2021 0:00
SEC61B,ACBD3
SEC61B,ALDH3A2
SEC61B,ASPH
SEC61B,ATP2A2
SEC61B,C7ORF50
SEC61B,CANX
SEC61B,CCDC124
SEC61B,CCDC47
SEC61B,CISD2
SEC61B,CLGN
SEC61B,CLPTM1
SEC61B,COPB1
SEC61B,CSNK2A1;CSNK2A3
SEC61B,CSNK2B;CSNK2B-LY6G5B-1181
SEC61B,CYB5A
SEC61B,DAP
SEC61B,DCAF8
SEC61B,DDOST
SEC61B,DHX9
SEC61B,EEF2
SEC61B,EIF3B
SEC61B,EIF3C;EIF3CL
SEC61B,EIF3I
SEC61B,EIF3K
SEC61B,EIF3L
SEC61B,EMC1
SEC61B,EMC3
SEC61B,EMC8
SEC61B,EMD
SEC61B,ERN1
SEC61B,FAU
SEC61B,FKBP8
SEC61B,GNB1
SEC61B,GNB2L1
SEC61B,GNG5
SEC61B,GNL3
SEC61B,GOLPH3
SEC61B,H1FX
SEC61B,HSPA13
SEC61B,HSPA5
SEC61B,HTATSF1
SEC61B,IGF2BP1
SEC61B,ILF2
SEC61B,ILF3
SEC61B,IP6K1
SEC61B,KTN1
SEC61B,LMAN2
SEC61B,LRRC59
SEC61B,NCL
SEC61B,ODR4
SEC61B,OSBPL8
SEC61B,PGRMC1
SEC61B,PGRMC2
SEC61B,POLR1E
SEC61B,POR
SEC61B,PREB
SEC61B,PRKDC
SEC61B,PTRH2
SEC61B,RAB11B
SEC61B,RAB18
SEC61B,RAB1B
SEC61B,RAB21
SEC61B,RAB29
SEC61B,RAB2A
SEC61B,RAB5C
SEC61B,RABGAP1
SEC61B,RAD18
SEC61B,RNH1
SEC61B,RPL10
SEC61B,RPL10A
SEC61B,RPL11
SEC61B,RPL12
SEC61B,RPL13
SEC61B,RPL13A;RPL13A
SEC61B,RPL14
SEC61B,RPL15
SEC61B,RPL17;RPL17-C18ORF32
SEC61B,RPL18
SEC61B,RPL18A
SEC61B,RPL19
SEC61B,RPL21
SEC61B,RPL22
SEC61B,RPL23
SEC61B,RPL23A
SEC61B,RPL24
SEC61B,RPL26;RPL26L1
SEC61B,RPL27
SEC61B,RPL27A
SEC61B,RPL28
SEC61B,RPL29
SEC61B,RPL3
SEC61B,RPL30
SEC61B,RPL31
SEC61B,RPL32
SEC61B,RPL34
SEC61B,RPL35
SEC61B,RPL36
SEC61B,RPL36AL;RPL36A;RPL36A-HNRNPH2
SEC61B,RPL38
SEC61B,RPL39P5;RPL39
SEC61B,RPL4
SEC61B,RPL5
SEC61B,RPL6
SEC61B,RPL7
SEC61B,RPL7A
SEC61B,RPL8
SEC61B,RPL9
SEC61B,RPLP0;RPLP0P6
SEC61B,RPLP1
SEC61B,RPLP2
SEC61B,RPN1
SEC61B,RPN2
SEC61B,RPS10;RPS10-NUDT3
SEC61B,RPS11
SEC61B,RPS12
SEC61B,RPS13
SEC61B,RPS14
SEC61B,RPS15
SEC61B,RPS15A
SEC61B,RPS16
SEC61B,RPS17
SEC61B,RPS18
SEC61B,RPS19
SEC61B,RPS2
SEC61B,RPS20
SEC61B,RPS21
SEC61B,RPS23
SEC61B,RPS24
SEC61B,RPS25
SEC61B,RPS26
SEC61B,RPS27;RPS27L
SEC61B,RPS27L
SEC61B,RPS28
SEC61B,RPS3
SEC61B,RPS3A
SEC61B,RPS4X
SEC61B,RPS5
SEC61B,RPS6
SEC61B,RPS7
SEC61B,RPS8
SEC61B,RPS9
SEC61B,RPSA
SEC61B,SCFD1
SEC61B,SEC61A1
SEC61B,SEC61A2
SEC61B,SEC61G
SEC61B,SEC62
SEC61B,SEC63
SEC61B,SERBP1
SEC61B,SLC27A2
SEC61B,SMARCB1
SEC61B,SON
SEC61B,SRP68
SEC61B,SRP72
SEC61B,SRPRB
SEC61B,SSB
SEC61B,SSR1
SEC61B,SSR3
SEC61B,SSR4
SEC61B,TEX264
SEC61B,TMED10
SEC61B,TMED8
SEC61B,TMEM43
SEC61B,TMX1
SEC61B,TMX3
SEC61B,TOR1AIP2
SEC61B,UBE4A
SEC61B,UBXN4
SEC61B,UFSP2
SEC61B,VAPA
SEC61B,XXYLT1
SEC61B,ZC2HC1A
SEM1,ANKRD36B;ANKRD36
SEM1,ARHGEF12
SEM1,ASUN
SEM1,CPSF3L
SEM1,ENY2
SEM1,FKBP8
SEM1,INIP
SEM1,INTS1
SEM1,INTS10
SEM1,INTS12
SEM1,INTS2
SEM1,INTS4
SEM1,INTS6
SEM1,INTS7
SEM1,INTS8
SEM1,INTS9
SEM1,LENG8
SEM1,MCM3AP
SEM1,NELFA
SEM1,NELFCD;TH1L
SEM1,PAAF1
SEM1,PCID2
SEM1,POLR2A
SEM1,POLR2B
SEM1,POLR2C
SEM1,POLR2D
SEM1,POLR2K
SEM1,PSMA2
SEM1,PSMA4
SEM1,PSMA5
SEM1,PSMA7
SEM1,PSMB1
SEM1,PSMC1
SEM1,PSMC2
SEM1,PSMC3
SEM1,PSMC4
SEM1,PSMC5
SEM1,PSMD1
SEM1,PSMD10
SEM1,PSMD11
SEM1,PSMD12
SEM1,PSMD13
SEM1,PSMD2
SEM1,PSMD3
SEM1,PSMD4
SEM1,PSMD6
SEM1,PSME1
SEM1,PSME4
SEM1,RAD23B
SEM1,RPS27A
SEM1,SUPT4H1
SEM1,SUPT5H
SEM1,UBE3C
SEM1,UBQLN2
SEM1,UCHL5
SEM1,USP14
SEM1,USP15
SEM1,VCP
SEPTIN11,CPVL
SEPTIN11,SEPTININININ10
SEPTIN11,SEPTININININ2
SEPTIN11,SEPTININININ3
SEPTIN11,SEPTININININ5
SEPTIN11,SEPTININININ6
SEPTIN11,SEPTININININ7
SEPTIN11,SEPTININININ8
SEPTIN11,SEPTININININ9
SEPTIN11,WDFY1
SEPTIN2,CPVL
SEPTIN2,HSPA5
SEPTIN2,RNPEP
SEPTIN2,SEPTININININ10
SEPTIN2,SEPTININININ11
SEPTIN2,SEPTININININ3
SEPTIN2,SEPTININININ5
SEPTIN2,SEPTININININ6
SEPTIN2,SEPTININININ7
SEPTIN2,SEPTININININ8
SEPTIN2,SEPTININININ9
SEPTIN2,WDFY1
SEPTIN6,SEPTININININ10
SEPTIN6,SEPTININININ11
SEPTIN6,SEPTININININ2
SEPTIN6,SEPTININININ3
SEPTIN6,SEPTININININ7
SEPTIN6,SEPTININININ8
SEPTIN6,SEPTININININ9
SEPTIN7,CPVL
SEPTIN7,FLNA
SEPTIN7,SEPTININININ2
SEPTIN7,SEPTININININ3
SEPTIN7,SEPTININININ5
SEPTIN7,SEPTININININ6
SEPTIN7,SEPTININININ8
SEPTIN7,SEPTININININ9
SEPTIN8,CPVL
SEPTIN8,MUCL1
SEPTIN8,RIOK3
SEPTIN8,SEPTININININ10
SEPTIN8,SEPTININININ11
SEPTIN8,SEPTININININ2
SEPTIN8,SEPTININININ3
SEPTIN8,SEPTININININ5
SEPTIN8,SEPTININININ6
SEPTIN8,SEPTININININ7
SEPTIN8,SEPTININININ9
SEPTIN9,ACTR3B
SEPTIN9,CPVL
SEPTIN9,SEPTININININ11
SEPTIN9,SEPTININININ2
SEPTIN9,SEPTININININ3
SEPTIN9,SEPTININININ5
SEPTIN9,SEPTININININ6
SEPTIN9,SEPTININININ7
SEPTIN9,SEPTININININ8
SF3A1,ACIN1
SF3A1,ALYREF
SF3A1,AQR
SF3A1,BCAS2
SF3A1,BCLAF1
SF3A1,C17ORF85
SF3A1,CCAR1
SF3A1,CCDC12
SF3A1,CCDC97
SF3A1,CD2BP2
SF3A1,CDC40
SF3A1,CDC5L
SF3A1,CHTOP
SF3A1,COIL
SF3A1,CRNKL1
SF3A1,CTNNBL1
SF3A1,CWC15
SF3A1,DDX23
SF3A1,DDX39A
SF3A1,DDX39B
SF3A1,DDX42
SF3A1,DDX5
SF3A1,DHX15
SF3A1,DNAJC8
SF3A1,EFTUD2
SF3A1,EIF4A3
SF3A1,ERH
SF3A1,GEMIN5
SF3A1,GPATCH11
SF3A1,HNRNPA0
SF3A1,HNRNPA3
SF3A1,HNRNPC;HNRNPCL3;HNRNPCL2;HNRNPCL1;HNRNPCL4
SF3A1,HNRNPDL
SF3A1,HNRNPL
SF3A1,HNRNPU
SF3A1,HSPA8
SF3A1,HTATSF1
SF3A1,ISY1
SF3A1,LSM2
SF3A1,LSM4
SF3A1,LSM6
SF3A1,LSM7
SF3A1,MAGOH;MAGOHB
SF3A1,MFAP1
SF3A1,N4BP2L2
SF3A1,NCBP1
SF3A1,NCBP2
SF3A1,NSRP1;CCDC55
SF3A1,P4HA1
SF3A1,PABPN1
SF3A1,PAXBP1
SF3A1,PCNP
SF3A1,PLRG1
SF3A1,PNN
SF3A1,POLR3G
SF3A1,PPIH
SF3A1,PPIL1
SF3A1,PPP1R8
SF3A1,PPWD1
SF3A1,PQBP1
SF3A1,PRPF19
SF3A1,PRPF3
SF3A1,PRPF31
SF3A1,PRPF4
SF3A1,PRPF40A
SF3A1,PRPF4B
SF3A1,PRPF6
SF3A1,PRPF8
SF3A1,RAB3IP
SF3A1,RALY
SF3A1,RBBP6
SF3A1,RBM17
SF3A1,RBM22
SF3A1,RBM25
SF3A1,RBM8A
SF3A1,RNPS1
SF3A1,SAP18
SF3A1,SART1
SF3A1,SETD2
SF3A1,SF3A2
SF3A1,SF3A3
SF3A1,SF3B1
SF3A1,SF3B2
SF3A1,SF3B3
SF3A1,SF3B4
SF3A1,SF3B5
SF3A1,SF3B6
SF3A1,SMNDC1
SF3A1,SMU1
SF3A1,SNRNP200
SF3A1,SNRNP40
SF3A1,SNRPA1
SF3A1,SNRPB2
SF3A1,SNRPB;SNRPN
SF3A1,SNRPD1
SF3A1,SNRPD2
SF3A1,SNRPE
SF3A1,SNRPF
SF3A1,SNW1
SF3A1,SON
SF3A1,SRRM1
SF3A1,SRRM2
SF3A1,SRRT
SF3A1,SRSF9
SF3A1,SUGP1
SF3A1,SYNCRIP
SF3A1,TCERG1
SF3A1,THOC1
SF3A1,THOC5
SF3A1,THOC6
SF3A1,THOC7;NIF3L1BP1
SF3A1,THRAP3
SF3A1,TRA2B
SF3A1,TTC33
SF3A1,TXNL4A
SF3A1,U2SURP
SF3A1,USP39
SF3A1,VRK2
SF3A1,WDR61
SF3A1,WDR82
SF3A1,XAB2
SF3A1,YLPM1
SF3A1,ZC3H11A
SF3A1,ZC3H14
SF3A1,ZC3H18
SF3A1,ZMAT2
SF3A1,ZNF318
SF3A1,ZNF326
SF3A1,ZNF830
SF3A2,ACIN1
SF3A2,ALYREF
SF3A2,BCLAF1
SF3A2,CDC40
SF3A2,CDC5L
SF3A2,DDX23
SF3A2,DDX42
SF3A2,DNAJC8
SF3A2,EFTUD2
SF3A2,EIF4A3
SF3A2,ERH
SF3A2,FASN
SF3A2,GOLGB1
SF3A2,GPATCH11
SF3A2,HTATSF1
SF3A2,LSM4
SF3A2,MFAP1
SF3A2,NCBP1
SF3A2,PCNP
SF3A2,PLRG1
SF3A2,PNN
SF3A2,PRPF3
SF3A2,PRPF6
SF3A2,PRPF8
SF3A2,RBM22
SF3A2,RBM8A
SF3A2,SAP18
SF3A2,SART1
SF3A2,SF3A1
SF3A2,SF3A3
SF3A2,SF3B1
SF3A2,SF3B2
SF3A2,SF3B3
SF3A2,SF3B4
SF3A2,SF3B5
SF3A2,SF3B6
SF3A2,SNRNP200
SF3A2,SNRNP40
SF3A2,SNRPA1
SF3A2,SNRPB2
SF3A2,SNRPD1
SF3A2,SNRPD2
SF3A2,SNRPF
SF3A2,SNW1
SF3A2,THRAP3
SF3A2,TRA2B
SF3A2,TTC33
SF3A2,USP39
SF3A2,WDR61
SF3A2,ZC3H18
SF3A3,DDX42
SF3A3,GPATCH11
SF3A3,SF3A1
SF3A3,SF3B1
SF3A3,SF3B2
SF3A3,SF3B3
SF3A3,SNRPA1
SF3A3,SNRPB2
SF3A3,SNRPD1
SF3A3,SNRPD2
SF3A3,TTC33
SF3B1,ACIN1
SF3B1,ALYREF
SF3B1,AP2A1
SF3B1,BCAS2
SF3B1,BCLAF1
SF3B1,C16ORF33;SNRNP25
SF3B1,C19ORF43
SF3B1,CCAR1
SF3B1,CCDC12
SF3B1,CCDC97
SF3B1,CDC40
SF3B1,CDC5L
SF3B1,CRNKL1
SF3B1,CT45A3;CT45A1;CT45A2;CT45A9;CT45A8;CT45A7;CT45A10;CT45A5;CT45A6
SF3B1,CWC15
SF3B1,DDX18
SF3B1,DDX23
SF3B1,DDX39B
SF3B1,DDX42
SF3B1,DDX5
SF3B1,DHX15
SF3B1,DNAJC8
SF3B1,EFTUD2
SF3B1,EIF4A3
SF3B1,ERH
SF3B1,GPATCH11
SF3B1,HNRNPA0
SF3B1,HNRNPC;HNRNPCL3;HNRNPCL2;HNRNPCL1;HNRNPCL4
SF3B1,HTATSF1
SF3B1,LSM4
SF3B1,MAGOH;MAGOHB
SF3B1,MFAP1
SF3B1,N4BP2
SF3B1,NCBP1
SF3B1,NSRP1;CCDC55
SF3B1,P4HA1
SF3B1,PAXBP1
SF3B1,PCNP
SF3B1,PHF5A
SF3B1,PLRG1
SF3B1,PNN
SF3B1,PPIL1
SF3B1,PPP4C
SF3B1,PPP4R2
SF3B1,PRPF19
SF3B1,PRPF3
SF3B1,PRPF4
SF3B1,PRPF40A
SF3B1,PRPF4B
SF3B1,PRPF6
SF3B1,PRPF8
SF3B1,RAB3IP
SF3B1,RALY
SF3B1,RBM10
SF3B1,RBM17
SF3B1,RBM22
SF3B1,RBM25
SF3B1,RBM8A
SF3B1,RNPC3
SF3B1,RSRC1
SF3B1,SAP18
SF3B1,SART1
SF3B1,SCNM1
SF3B1,SF3A1
SF3B1,SF3A2
SF3B1,SF3A3
